"Post Title",sell_number,car_number,color,fuel,image,km,price,title,trans,year,auction_name,vin,score
"기아 레이 THE NEW RAY (G) 1.0 프레스티지",0651,172하1135,클리어화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250812006228.JPG,36653,960,"THE NEW RAY (G) 1.0 프레스티지",36653,2022,"롯데 경매장",KNACJ811BNT316030,"A / B"
"정보없음 폭스바겐 파사트 VOLKSWAGEN PASSAT (G) 2.0",0652,31러5959,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250829000128.JPG,194954,790,"VOLKSWAGEN PASSAT (G) 2.0",194954,2018,"롯데 경매장",1VWZZZA3ZJC047235,"A / B"
"현대 스타리아 STARIA (D) 2.2 투어러 11인승 스마트",0653,703하1525,"크리미 화이트",디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250828007928.JPG,102230,1660,"STARIA (D) 2.2 투어러 11인승 스마트",102230,2022,"롯데 경매장",KMJYA371BNU072880,"A / F"
"기아 K3 THE NEW K3 (G) 1.6 트렌디",0654,172허4825,스노우화이트펄,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250812004128.JPG,51791,1160,"THE NEW K3 (G) 1.6 트렌디",51791,2023,"롯데 경매장",KNAF141BEPA954168,"A / D"
"현대 그랜저 IG THE NEW GRANDEUR (H) 2.4 르블랑",0655,193하4388,"녹턴 그레이 메탈릭",가솔린하이브리드,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250828008228.JPG,175833,1630,"THE NEW GRANDEUR (H) 2.4 르블랑",175833,2022,"롯데 경매장",KMHF1413BNA133233,"A / D"
"정보없음 벤츠 E 클래스 BENZ NEW E350 4M AMG LINE (G) 2.0",0656,192호2966,"197-OBSIDIAN BLACK (BENZ)",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250820004128.JPG,26410,5460,"BENZ NEW E350 4M AMG LINE (G) 2.0",26410,2022,"롯데 경매장",W1KZF8GB1NB047017,"A / C"
"정보없음 아우디 A6 AUDI A6 (D) 2.0 40 TDI",0657,103고8701,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250821002728.JPG,63367,3330,"AUDI A6 (D) 2.0 40 TDI",63367,2021,"롯데 경매장",WAUZZZF26MN013092,"A / B"
"현대 스타리아 STARIA (D) 2.2 카고 5인승 스마트",0658,87보2815,기타,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/AS20250828000628.JPG,85106,1510,"STARIA (D) 2.2 카고 5인승 스마트",85106,2022,"롯데 경매장",KMFYGX71BNU019158,"F / F"
"삼성 XM3 XM3 TCE260 (G) 1.4 RE SIGNATURE",0659,153허3471,어반그레이,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250825002828.JPG,112567,940,"XM3 TCE260 (G) 1.4 RE SIGNATURE",112567,2020,"롯데 경매장",KNMK5B2RMLP018181,"A / D"
"기아 스포티지 SPORTAGE NQ5 (D) 2.0 트렌디",0660,165호6283,스틸그레이,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250828008128.JPG,136662,1400,"SPORTAGE NQ5 (D) 2.0 트렌디",136662,2022,"롯데 경매장",KNAPU81CBNK005493,"A / D"
"현대 포터 PORTER II (D) 2.5 더블캡 초장축 스타일 2WD",0661,87보3087,기타,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/AS20250822000328.JPG,37354,1200,"PORTER II (D) 2.5 더블캡 초장축 스타일 2WD",37354,2022,"롯데 경매장",KMFZCY7KBNU901637,"F / F"
"현대 아반떼 CN7 AVANTE CN7 (L)1.6 렌터카 스마트 2WD AT",0662,222호4483,"사이버 그레이 메탈릭",LPG,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822002428.JPG,83101,1350,"AVANTE CN7 (L)1.6 렌터카 스마트 2WD AT",83101,2024,"롯데 경매장",KMHLM41ABRU657943,"A / C"
"대우 스파크 THE NEW SPARK (G) 1.0 승용밴",0663,145허1878,퓨어화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250814008828.JPG,46810,370,"THE NEW SPARK (G) 1.0 승용밴",46810,2020,"롯데 경매장",KLYDC487DLC013869,"A / F"
"현대 스타리아 STARIA (D) 2.2 카고 5인승 스마트",0664,87보2816,기타,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/AS20250829000328.JPG,46679,1660,"STARIA (D) 2.2 카고 5인승 스마트",46679,2022,"롯데 경매장",KMFYGX71BNU019355,"F / F"
"현대 GV70 GV70 (G)2.5T 21&#8243;/SDS2 5인 4WD AT",0665,179하1583,"마우나 레드",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250613004928.JPG,6166,5370,"GV70 (G)2.5T 21""/SDS2 5인 4WD AT",6166,2025,"롯데 경매장",KMTMA81BDSU201388,"A / C"
"정보없음 폭스바겐 아테온 VOLKSWAGEN ARTEON (D) 2.0 TDI PRESTIGE",0666,01거4690,검정,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250814000528.JPG,122563,1840,"VOLKSWAGEN ARTEON (D) 2.0 TDI PRESTIGE",122563,2019,"롯데 경매장",WVWZZZ3HZKE012798,"A / B"
"대우 스파크 THE NEW SPARK (G) 1.0 PREMIER",0667,156하3611,모던블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250826004028.JPG,142401,460,"THE NEW SPARK (G) 1.0 PREMIER",142401,2022,"롯데 경매장",KLYDC487DNC030148,"B / D"
"현대 더뉴 그랜드 스타렉스 12인승 THE NEW GRAND STAREX(D)2.5 왜건 스마트 12인",0668,72하3145,하이퍼메탈릭,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822000228.JPG,40977,1650,"THE NEW GRAND STAREX(D)2.5 왜건 스마트 12인",40977,2019,"롯데 경매장",KMJWA37KBKU025053,"A / D"
"기아 K9 THE K9 (G) 3.8 플래티넘 베스트셀렉션Ⅰ",0669,319마4920,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250813001028.JPG,80746,2590,"THE K9 (G) 3.8 플래티넘 베스트셀렉션Ⅰ",80746,2021,"롯데 경매장",KNAS2418DMS028678,"A / D"
"기아 카니발 KA4 CARNIVAL KA4 (D) 2.2 프레스티지 9인승",0670,175호2018,오로라블랙펄,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250820001428.JPG,71235,2470,"CARNIVAL KA4 (D) 2.2 프레스티지 9인승",71235,2023,"롯데 경매장",KNANB81BBPS289846,"A / D"
"기아 K5 THE NEW K5 (L) 2.0 프레스티지_렌터카",0671,380마4865,기타,LPG,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250819001528.JPG,63022,1060,"THE NEW K5 (L) 2.0 프레스티지_렌터카",63022,2019,"롯데 경매장",KNAGT416BKA279431,"C / D"
"현대 현대 제네시스 G90 GENESIS G90 (G) 3.5T",0672,172호3624,비크블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250820001528.JPG,15958,6880,"GENESIS G90 (G) 3.5T",15958,2022,"롯데 경매장",KMTFA41DDNU010018,"A / D"
"대우 스파크 THE NEW SPARK (G) 1.0 승용밴",0673,145허1843,퓨어화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250814008228.JPG,20746,390,"THE NEW SPARK (G) 1.0 승용밴",20746,2020,"롯데 경매장",KLYDC487DLC013580,"B / F"
"현대 현대 제네시스 G80 G80 (G)2.5T 19&#8243;스포크타입/SDS2 4WD AT",0629,231호2098,"태즈먼 블루",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250618001928.JPG,213,5830,"G80 (G)2.5T 19""스포크타입/SDS2 4WD AT",213,2026,"롯데 경매장",KMTGB41CDTU294487,"A / B"
"기아 기아 EV6 EV6 (E) 스탠다드 에어",0630,49호9455,오로라블랙펄,전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250819003028.JPG,72567,2040,"EV6 (E) 스탠다드 에어",72567,2022,"롯데 경매장",KNAC281BFNA018884,"A / F"
"현대 현대 제네시스 G80 THE ALL NEW GENESIS G80 (G) 2.5T",0631,155하9963,비크블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250826002028.JPG,162786,2570,"THE ALL NEW GENESIS G80 (G) 2.5T",162786,2022,"롯데 경매장",KMTGB41CDNU100649,"A / C"
"쌍용 티볼리 2022 TIVOLI (G) 1.5 V3",0632,148호8880,그랜드화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250828007828.JPG,66576,1030,"2022 TIVOLI (G) 1.5 V3",66576,2022,"롯데 경매장",KPBXH3AT1NP371204,"C / C"
"현대 아이오닉5 IONIQ 5 (E) 롱레인지 익스클루시브 2WD",0633,29하8778,"슈팅스타 그레이 매트",전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250811006728.JPG,158585,2010,"IONIQ 5 (E) 롱레인지 익스클루시브 2WD",158585,2022,"롯데 경매장",KMHKN81AFNU050122,"A / C"
"기아 기아 EV6 EV6 (E) 롱레인지 어스 4WD",0634,41부2973,오로라블랙펄,전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202505/KS20250527003428.JPG,104507,2840,"EV6 (E) 롱레인지 어스 4WD",104507,2023,"롯데 경매장",KNAC381CPPA100396,"A / F"
"정보없음 아우디 A6 AUDI A6 (D) 3.0 40 TDI QU COMFORT",0635,154고5611,베이지,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250818001828.JPG,146146,1640,"AUDI A6 (D) 3.0 40 TDI QU COMFORT",146146,2016,"롯데 경매장",WAUZZZ4G3GN076105,"B / D"
"쌍용 티볼리 TIVOLI (G) 1.6 아머 TX",0636,26허0868,그랜드화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250826007328.JPG,148095,640,"TIVOLI (G) 1.6 아머 TX",148095,2019,"롯데 경매장",KPBXH3AR1KP302814,"A / D"
"현대 스타리아 STARIA (D) 2.2 카고 5인승 모던",0637,841머8260,기타,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/AS20250829000228.JPG,113553,1660,"STARIA (D) 2.2 카고 5인승 모던",113553,2022,"롯데 경매장",KMFYCX71BNU064426,"A / F"
"현대 현대 제네시스 G90 GENESIS G90 (G) 3.5T",0638,172호4157,"마칼루 그레이",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250829002628.JPG,141810,5640,"GENESIS G90 (G) 3.5T",141810,2022,"롯데 경매장",KMTFA41DDNU015644,"A / B"
"쌍용 티볼리 2022 TIVOLI (G) 1.5 V3",0639,160하8853,그랜드화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250828008428.JPG,52103,1090,"2022 TIVOLI (G) 1.5 V3",52103,2022,"롯데 경매장",KPBXH3AT1NP369958,"A / D"
"현대 올 뉴 투싼 THE ALL NEW TUCSON (G) 1.6 T 프리미엄 2WD",0640,193허4910,"티탄 그레이 메탈릭",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250821002128.JPG,17130,2050,"THE ALL NEW TUCSON (G) 1.6 T 프리미엄 2WD",17130,2022,"롯데 경매장",KMHJC81BGNU163558,"F / F"
"기아 쏘렌토 MQ4 SORENTO MQ4 (D) 2.2 트렌디 5인승",0641,165허8527,"스노우화이트펄 (옵션추가)",디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250828008028.JPG,81576,2390,"SORENTO MQ4 (D) 2.2 트렌디 5인승",81576,2022,"롯데 경매장",KNARF81BGNA139052,"A / D"
"기아 K3 THE NEW K3 (G) 1.6 트렌디",0642,175호8141,"스노우화이트펄 (옵션추가)",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250829002728.JPG,45905,1200,"THE NEW K3 (G) 1.6 트렌디",45905,2023,"롯데 경매장",KNAF141BEPA170729,"B / F"
"현대 그랜저 GN7 GRANDEUR GN7 (G) 2.5 익스클루시브 2WD",0643,333소6259,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250819000728.JPG,16104,3000,"GRANDEUR GN7 (G) 2.5 익스클루시브 2WD",16104,2023,"롯데 경매장",KMHN241DBPA060731,"A / B"
"현대 올 뉴 아반떼 ALL NEW AVANTE (G) 1.6 MODERN",0644,104하6296,폴라화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250829002228.JPG,129908,1100,"ALL NEW AVANTE (G) 1.6 MODERN",129908,2021,"롯데 경매장",KMHLM41EEMU024772,"A / C"
"정보없음 폭스바겐 티구안 TIGUAN (D) 2.0 TDI PRESTIGE",0645,145호6874,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250829002828.JPG,98270,1910,"TIGUAN (D) 2.0 TDI PRESTIGE",98270,2020,"롯데 경매장",WVGZZZ5NZLW825412,"A / C"
"정보없음 벤츠 M 클래스 BENZ M (D) 3.0 ML 350 BLUETEC 4MATIC",0646,45머8301,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250821000728.JPG,55918,1860,"BENZ M (D) 3.0 ML 350 BLUETEC 4MATIC",55918,2014,"롯데 경매장",WDCDA2EB7EA281519,"A / C"
"현대 쏘나타 DN8 SONATA DN8 (G) 2.0 프리미엄",0647,104하5630,화이트크림(옵션추가),가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250829002428.JPG,132565,1260,"SONATA DN8 (G) 2.0 프리미엄",132565,2021,"롯데 경매장",KMHL141EBMA112042,"A / D"
"기아 레이 THE NEW RAY (G) 1.0 VAN 프레스티지",0648,193하5414,"아스트로 그레이",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250826000728.JPG,64194,600,"THE NEW RAY (G) 1.0 VAN 프레스티지",64194,2022,"롯데 경매장",KNACF911BNT288375,"A / D"
"현대 싼타페 TM SANTAFE TM (D) 2.0 익스클루시브스페셜 5인승",0649,51보6690,기타,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250821000928.JPG,181224,1460,"SANTAFE TM (D) 2.0 익스클루시브스페셜 5인승",181224,2019,"롯데 경매장",KMHS381BBKU019249,"A / D"
"현대 쏘나타 DN8 SONATA DN8 (G) 2.0 인스퍼레이션",0650,193하6944,"미드나잇 블랙 펄",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250825003328.JPG,40788,1980,"SONATA DN8 (G) 2.0 인스퍼레이션",40788,2022,"롯데 경매장",KMHL241EBNA190755,"A / D"
"기아 쏘렌토 MQ4 SORENTO MQ4 (D) 2.2 시그니처 5인승",0606,148하8932,"스노우화이트펄 (옵션추가)",디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250821001928.JPG,58522,2790,"SORENTO MQ4 (D) 2.2 시그니처 5인승",58522,2022,"롯데 경매장",KNARK81BGNA121251,"A / D"
"기아 K3 ALL NEW K3 (G) 1.6 프레스티지",0607,52구5067,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250818002128.JPG,87776,1150,"ALL NEW K3 (G) 1.6 프레스티지",87776,2019,"롯데 경매장",KNAF341BEKA837932,"A / C"
"현대 스타리아 STARIA (D) 2.2 투어러 9인승 모던",0608,160하8675,"크리미 화이트",디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250826007528.JPG,119459,1750,"STARIA (D) 2.2 투어러 9인승 모던",119459,2022,"롯데 경매장",KMHYA811BNU019433,"F / F"
"현대 제네시스 GV80 GENESIS GV80 (D) 3.0 4WD 5인승",0609,248머6680,우유니화이트,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250624023128.JPG,93289,4260,"GENESIS GV80 (D) 3.0 4WD 5인승",93289,2022,"롯데 경매장",KMTHB81DDNU129223,"A / B"
"현대 제네시스 GENESIS G80 (G) 3.3 LUXURY",0610,145하6696,비크블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250825000228.JPG,119827,1640,"GENESIS G80 (G) 3.3 LUXURY",119827,2020,"롯데 경매장",KMHGL41DDLU345190,"F / D"
"현대 현대 제네시스 G80 THE ALL NEW GENESIS G80 (G) 2.5T",0611,228더5678,"우유니 화이트",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250609029228.JPG,53584,4290,"THE ALL NEW GENESIS G80 (G) 2.5T",53584,2024,"롯데 경매장",KMTGB41CDRU212036,"A / B"
"현대 쏘나타 DN8 SONATA DN8 (G) 2.0 모던",0612,202조6958,"미드나잇 블랙 펄",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202504/KS20250407002828.JPG,62161,1220,"SONATA DN8 (G) 2.0 모던",62161,2022,"롯데 경매장",KMHL141EBNA157812,"C / D"
"현대 아이오닉5 IONIQ 5 (E) 롱레인지 프레스티지 2WD",0613,15허0403,아틀라스화이트,전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202507/KS20250701010028.JPG,26661,2790,"IONIQ 5 (E) 롱레인지 프레스티지 2WD",26661,2022,"롯데 경매장",KMHKR81AFNU101755,"A / B"
"정보없음 TESLA MODEL 3 TESLA MODEL 3 (E) LONG RANGE",0614,69조5099,펄화이트멀티코트,전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202503/KS20250305007828.JPG,64270,3300,"TESLA MODEL 3 (E) LONG RANGE",64270,2022,"롯데 경매장",5YJ3E1EB0NF228037,"A / C"
"현대 아이오닉5 IONIQ 5 (E) 롱레인지 프레스티지 2WD",0615,41부4024,흰색,전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250812000428.JPG,173465,2010,"IONIQ 5 (E) 롱레인지 프레스티지 2WD",173465,2022,"롯데 경매장",KMHKR81AFNU097909,"A / C"
"정보없음 BMW 3 시리즈 BMW 3 SERIES (D) 2.0 320D 18년식",0616,46버8572,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250826000328.JPG,85101,1620,"BMW 3 SERIES (D) 2.0 320D 18년식",85101,2018,"롯데 경매장",WBA8C5106J5L44715,"A / C"
"현대 그랜저 IG THE NEW GRANDEUR (G) 3.3 캘리그래피",0617,202조6947,"미드나잇 블랙 펄",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202504/KS20250423003228.JPG,102937,1950,"THE NEW GRANDEUR (G) 3.3 캘리그래피",102937,2022,"롯데 경매장",KMHF341GBNA465311,"F / D"
"정보없음 BMW 5 시리즈 BMW 520I (G) 2.0 LUXURY",0618,113조9294,기타,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250828000328.JPG,47508,2890,"BMW 520I (G) 2.0 LUXURY",47508,2020,"롯데 경매장",WBAJK9106LCD16586,"B / B"
"현대 아이오닉5 IONIQ 5 (E) 롱레인지 프레스티지 4WD",0619,29하8324,"그래비티 골드 매트",전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202507/KS20250704005028.JPG,44111,2740,"IONIQ 5 (E) 롱레인지 프레스티지 4WD",44111,2022,"롯데 경매장",KMHKR81CPNU048443,"A / F"
"기아 카니발 KA4 CARNIVAL KA4 (D) 2.2 프레스티지 9인승",0620,193하6919,오로라블랙펄,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250826003628.JPG,39819,2440,"CARNIVAL KA4 (D) 2.2 프레스티지 9인승",39819,2022,"롯데 경매장",KNANB81BBNS162133,"F / D"
"정보없음 렉서스 RX LEXUS RX (G) 3.5 RX350",0621,20조1018,기타,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250821002228.JPG,197973,540,"LEXUS RX (G) 3.5 RX350",197973,2008,"롯데 경매장",JTJHK31U082042293,"A / F"
"기아 K5 INTERACTIVE K5 (G) 2.0 프레스티지",0622,120거7446,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250819001028.JPG,42591,1680,"INTERACTIVE K5 (G) 2.0 프레스티지",42591,2020,"롯데 경매장",KNAG241ABLA081563,"A / D"
"현대 그랜저 IG GRANDEUR IG (G) 3.0 EXCLUSIVE SPECIAL",0623,113오8022,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250825003428.JPG,58471,2130,"GRANDEUR IG (G) 3.0 EXCLUSIVE SPECIAL",58471,2019,"롯데 경매장",KMHF341EBKA261929,"A / C"
"기아 셀토스 SELTOS (G)1.6T 트렌디 5인 4WD AT",0624,391누6450,기타,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250819003628.JPG,66529,1960,"SELTOS (G)1.6T 트렌디 5인 4WD AT",66529,2024,"롯데 경매장",KNAEP817DRK507965,"A / C"
"정보없음 BMW 5 시리즈 BMW 5 SERIES (D) 2.0 520D LUXURY PLUS",0625,128마1284,검정,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250820001228.JPG,56809,2220,"BMW 5 SERIES (D) 2.0 520D LUXURY PLUS",56809,2020,"롯데 경매장",WBAJF3103LWW86049,"B / C"
"쌍용 티볼리 VERY NEW TIVOLI (D) 1.6 V3스페셜 4WD",0626,136러3263,그랜드화이트,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250626011228.JPG,121907,710,"VERY NEW TIVOLI (D) 1.6 V3스페셜 4WD",121907,2021,"롯데 경매장",KPBXA3AP1MP336479,"B / F"
"기아 K7 K7 PREMIER (G) 3.0 시그니처",0627,114너9489,검정,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250818001328.JPG,64207,1950,"K7 PREMIER (G) 3.0 시그니처",64207,2020,"롯데 경매장",KNALD416BLA210116,"A / F"
