"Post Title",sell_number,car_number,color,fuel,image,km,price,title,trans,year,auction_name,vin,score
"현대 더뉴 그랜드 스타렉스  THE NEW GRAND STAREX(D)2.5 어반 프리미엄 9인",0685,104호5311,타임리스블랙,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250609044228.JPG,108820,1780,"THE NEW GRAND STAREX(D)2.5 어반 프리미엄 9인",108820,2020,"롯데 경매장",KMHWG81KDLU150414,"A / F"
"기아 K5 THE NEW K5 (L) 2.0 프레스티지_렌터카",0686,380마4865,기타,LPG,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250819001528.JPG,63022,1100,"THE NEW K5 (L) 2.0 프레스티지_렌터카",63022,2019,"롯데 경매장",KNAGT416BKA279431,"C / D"
"현대 쏘나타 DN8 SONATA DN8 (G) 2.0 프리미엄",0687,104하3056,미드나잇블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822001328.JPG,65183,1490,"SONATA DN8 (G) 2.0 프리미엄",65183,2021,"롯데 경매장",KMHL141EBMA114444,"A / D"
"쌍용 티볼리 VERY NEW TIVOLI (G) 1.5 V1",0688,128허6176,스페이스블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250819001128.JPG,92586,720,"VERY NEW TIVOLI (G) 1.5 V1",92586,2020,"롯데 경매장",KPBXH3AT1LP320171,"A / D"
"현대 코나 KONA (G) 1.6 2WD MODERN POP",0689,07다8421,검정,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250813000628.JPG,60482,1440,"KONA (G) 1.6 2WD MODERN POP",60482,2018,"롯데 경매장",KMHK4815GJU013866,"A / D"
"기아 K9 THE K9 (G) 3.8 플래티넘 베스트셀렉션Ⅰ",0690,319마4920,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250813001028.JPG,80746,2650,"THE K9 (G) 3.8 플래티넘 베스트셀렉션Ⅰ",80746,2021,"롯데 경매장",KNAS2418DMS028678,"A / D"
"현대 올 뉴 마이티 ALL NEW MIGHTY(D)2.5톤 단축 내로우캡 하이슈퍼 다산중공업",0691,99다3413,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/AS20250801001428.JPG,9783,4890,"ALL NEW MIGHTY(D)2.5톤 단축 내로우캡 하이슈퍼 다산중공업",9783,2020,"롯데 경매장",KMFVA17RPLC350529,"A / D"
"현대 올 뉴 마이티 ALL NEW MIGHTY(D)2.5톤 단축 내로우캡 하이슈퍼 다산중공업",0692,99다3408,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/AS20250801000628.JPG,2888,4960,"ALL NEW MIGHTY(D)2.5톤 단축 내로우캡 하이슈퍼 다산중공업",2888,2020,"롯데 경매장",KMFVA17RPLC350467,"A / D"
"정보없음 BMW 2 시리즈 BMW 218D GRAN COUPE ADVANTAGE (D) 2.0",0663,172너7026,검정,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250821000628.JPG,69438,2070,"BMW 218D GRAN COUPE ADVANTAGE (D) 2.0",69438,2021,"롯데 경매장",WBA31AM09M7H72780,"A / C"
"현대 그랜저 IG THE NEW GRANDEUR (G) 2.5 프리미엄",0664,193허3241,"녹턴 그레이 메탈릭",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250820005128.JPG,82274,1920,"THE NEW GRANDEUR (G) 2.5 프리미엄",82274,2022,"롯데 경매장",KMHF141DBNA495058,"A / D"
"현대 GV70 GV70 (G)2.5T 21&#8243;/SDS2 5인 4WD AT",0665,179하1583,"마우나 레드",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250613004928.JPG,6166,5650,"GV70 (G)2.5T 21""/SDS2 5인 4WD AT",6166,2025,"롯데 경매장",KMTMA81BDSU201388,"A / C"
"정보없음 폭스바겐 아테온 VOLKSWAGEN ARTEON (D) 2.0 TDI PRESTIGE",0666,01거4690,검정,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250814000528.JPG,122563,1880,"VOLKSWAGEN ARTEON (D) 2.0 TDI PRESTIGE",122563,2019,"롯데 경매장",WVWZZZ3HZKE012798,"A / B"
"현대 더뉴 그랜드 스타렉스  THE NEW GRAND STAREX(D)2.5 밴 스마트 3인",0667,85오0764,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/AS20250819001028.JPG,96717,1170,"THE NEW GRAND STAREX(D)2.5 밴 스마트 3인",96717,2021,"롯데 경매장",KMFWBX7KBMU159819,"A / F"
"대우 트랙스 TRAX (D) 1.6 PREMIER",0668,47호0619,"스노우화이트펄 (옵션추가)",디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250819005828.JPG,92684,640,"TRAX (D) 1.6 PREMIER",92684,2019,"롯데 경매장",KLABA76CDKB964511,"A / F"
"현대 현대 제네시스 G80 THE ALL NEW GENESIS G80 (G) 3.5T",0669,192호5223,비크블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822001928.JPG,51865,3590,"THE ALL NEW GENESIS G80 (G) 3.5T",51865,2023,"롯데 경매장",KMTGC41DBPU168200,"A / B"
"기아 봉고 3 BONGO (D) 2.5 1톤 킹캡 초장축 2WD L",0670,90가6679,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250818001628.JPG,39660,1410,"BONGO (D) 2.5 1톤 킹캡 초장축 2WD L",39660,2022,"롯데 경매장",KNCSJZ76BNK583286,"A / D"
"현대 그랜저 IG THE NEW GRANDEUR (G) 2.5 프리미엄",0671,192하1163,"어비스 블랙 펄",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822001728.JPG,78069,1990,"THE NEW GRANDEUR (G) 2.5 프리미엄",78069,2023,"롯데 경매장",KMHF141DBPA511036,"A / D"
"현대 현대 제네시스 G90 GENESIS G90 (G) 3.5T",0672,172호3624,비크블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250820001528.JPG,15958,7240,"GENESIS G90 (G) 3.5T",15958,2022,"롯데 경매장",KMTFA41DDNU010018,"A / D"
"기아 쏘렌토 MQ4 SORENTO MQ4 (H) 1.6 터보 프레스티지 5인승",0673,265머4296,기타,가솔린하이브리드,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250808002228.JPG,133205,1790,"SORENTO MQ4 (H) 1.6 터보 프레스티지 5인승",133205,2022,"롯데 경매장",KNARL81GBNA124566,"F / F"
"현대 현대 제네시스 G80 THE ALL NEW GENESIS G80 (G) 3.5T",0674,192허4779,비크블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822002028.JPG,68179,3440,"THE ALL NEW GENESIS G80 (G) 3.5T",68179,2023,"롯데 경매장",KMTGC41DBPU174885,"A / C"
"삼성 QM6 THE NEW QM6 (L) 2.0 2WD PREMIERE",0675,336도3034,기타,LPG,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250819001228.JPG,23338,2160,"THE NEW QM6 (L) 2.0 2WD PREMIERE",23338,2022,"롯데 경매장",KNME5C2C0NP078812,"A / B"
"정보없음 볼트 BOLT EV (E) PREMIER",0676,54허3141,퓨어화이트,전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250819002128.JPG,63577,1280,"BOLT EV (E) PREMIER",63577,2019,"롯데 경매장",1G1F76E05K4132631,"A / F"
"현대 현대 제네시스 G80 THE ALL NEW GENESIS G80 (G) 3.5T",0677,193하2992,비크블랙,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822001528.JPG,98655,3240,"THE ALL NEW GENESIS G80 (G) 3.5T",98655,2022,"롯데 경매장",KMTGC41DDNU137778,"A / B"
"현대 코나 KONA ELECTRIC (E) MODERN",0678,29하2072,쵸크화이트,전기,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202507/KS20250714001728.JPG,171856,880,"KONA ELECTRIC (E) MODERN",171856,2019,"롯데 경매장",KMHK281GFKU042063,"B / D"
"기아 올 뉴 프라이드 PRIDE (G) 1.6 4DOOR 럭셔리",0679,48두9671,기타,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250821000828.JPG,198122,290,"PRIDE (G) 1.6 4DOOR 럭셔리",198122,2013,"롯데 경매장",KNADN413BDS179675,"B / F"
"쌍용 티볼리 VERY NEW TIVOLI (G) 1.5 V3",0680,104하1138,그랜드화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822001228.JPG,117097,840,"VERY NEW TIVOLI (G) 1.5 V3",117097,2021,"롯데 경매장",KPBXH3AT1MP335184,"F / F"
"현대 올 뉴 아반떼 ALL NEW AVANTE (G) 1.6 INSPIRATION",0681,148하8544,폴라화이트,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250820004328.JPG,30858,1600,"ALL NEW AVANTE (G) 1.6 INSPIRATION",30858,2021,"롯데 경매장",KMHLR41EEMU222680,"A / C"
"기아 쏘렌토 MQ4 SORENTO MQ4 (D) 2.2 프레스티지 5인승",0682,153호5760,플라티늄그라파이트,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822001428.JPG,56224,2410,"SORENTO MQ4 (D) 2.2 프레스티지 5인승",56224,2021,"롯데 경매장",KNARL81BGMA073351,"A / D"
"현대 더뉴 그랜드 스타렉스  THE NEW GRAND STAREX(D)2.5 왜건 스마트 11인",0683,72호4906,하이퍼메탈릭,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250822001128.JPG,95637,1260,"THE NEW GRAND STAREX(D)2.5 왜건 스마트 11인",95637,2019,"롯데 경매장",KMJWA37KBKU084931,"B / F"
"기아 셀토스 SELTOS (D) 1.6 시그니처 2WD",0684,246러5229,흰색,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250806001828.JPG,103678,1610,"SELTOS (D) 1.6 시그니처 2WD",103678,2022,"롯데 경매장",KNAES815GNK305359,"A / C"
"기아 카니발 KA4 CARNIVAL KA4 (D)2.2 노블레스 9인 2WD AT",0650,222허2599,스노우화이트펄,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250819004028.JPG,26836,3130,"CARNIVAL KA4 (D)2.2 노블레스 9인 2WD AT",26836,2024,"롯데 경매장",KNANC81BBRS411953,"A / C"
"현대 스타리아 STARIA (D) 2.2 투어러 9인승 모던",0651,160하6319,"크리미 화이트",디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202505/KS20250530010228.JPG,148041,1750,"STARIA (D) 2.2 투어러 9인승 모던",148041,2022,"롯데 경매장",KMHYA811BNU001555,"F / F"
"삼성 QM6 QM6 (D) 2.0 4WD RE SIGNATURE",0652,362조9950,기타,디젤,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250821001228.JPG,108051,730,"QM6 (D) 2.0 4WD RE SIGNATURE",108051,2017,"롯데 경매장",KNME5C2M5HP011278,"A / D"
"현대 YF 쏘나타 YF SONATA (G) 2.0 PREMIER",0653,20마3223,흰색,가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/SA20250818002028.JPG,251346,300,"YF SONATA (G) 2.0 PREMIER",251346,2010,"롯데 경매장",KMHEC41BBAA143579,"B / D"
"현대 현대 제네시스 G90 G90 (G)3.5T 19&#8243;다이아몬드/기본 2WD AT",0654,222허8110,"마칼루 그레이",가솔린,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202506/KS20250613016528.JPG,11619,7070,"G90 (G)3.5T 19""다이아몬드/기본 2WD AT",11619,2024,"롯데 경매장",KMTFA41DBRU041922,"A / B"
"현대 그랜저 IG THE NEW GRANDEUR (H) 2.4 르블랑",0655,165하3385,"미드나잇 블랙 펄",가솔린하이브리드,https://imgmk.lotteautoauction.net/AU_CAR_IMG_ORG_HP/202508/KS20250813004128.JPG,66475,2260,"THE NEW GRANDEUR (H) 2.4 르블랑",66475,2022,"롯데 경매장",KMHF1413BNA129720,"F / D"
